,Airport,Hour,AIRPORT_POS,AvgDelay,LowDelay,HighDelay,Count
1255,GSP,14,"{'lat': 34.89567, 'lon': -82.21885999999999}",-0.5,-4.0,3.0,2.0
1433,ISP,14,"{'lat': 40.79524, 'lon': -73.10021}",-9.5,-13.0,-6.0,2.0
1465,JAN,14,"{'lat': 32.311170000000004, 'lon': -90.07589}",2.0,-1.0,5.0,2.0
1673,LIH,14,"{'lat': 21.97598, 'lon': -159.33896000000001}",21.0,-1.0,43.0,2.0
1796,MFE,14,"{'lat': 26.175829999999998, 'lon': -98.23861}",2.5,-3.0,8.0,2.0
1959,MTJ,14,"{'lat': 38.50887, 'lon': -107.89383000000001}",5.5,-27.0,38.0,2.0
2045,ONT,14,"{'lat': 34.056, 'lon': -117.60118999999999}",-12.0,-13.0,-11.0,2.0
2264,RAP,14,"{'lat': 44.045320000000004, 'lon': -103.05736999999999}",2.5,-2.0,7.0,2.0
2412,SAV,14,"{'lat': 32.12758, 'lon': -81.20214}",-12.0,-15.0,-9.0,2.0
2512,SGF,14,"{'lat': 37.24433, 'lon': -93.38686}",-2.5,-5.0,0.0,2.0
2523,SHV,14,"{'lat': 32.44663, 'lon': -93.8256}",-2.0,-12.0,8.0,2.0
2663,STT,14,"{'lat': 18.337310000000002, 'lon': -64.97336}",-23.5,-30.0,-17.0,2.0
2729,TUL,14,"{'lat': 36.198370000000004, 'lon': -95.88824}",2.0,1.0,3.0,2.0
2745,TUS,14,"{'lat': 32.11608, 'lon': -110.94103}",-2.5,-7.0,2.0,2.0
2768,TYS,14,"{'lat': 35.812490000000004, 'lon': -83.99286}",-9.0,-9.0,-9.0,2.0
2782,VPS,14,"{'lat': 30.48325, 'lon': -86.5254}",13.5,-8.0,35.0,2.0
320,ABY,14,"{'lat': 31.53552, 'lon': -84.19447}",-19.0,-19.0,-19.0,1.0
339,AEX,14,"{'lat': 31.327370000000002, 'lon': -92.54856}",-6.0,-6.0,-6.0,1.0
361,ALO,14,"{'lat': 42.55708, 'lon': -92.40034}",63.0,63.0,63.0,1.0
397,ASE,14,"{'lat': 39.22316, 'lon': -106.86885}",-11.0,-11.0,-11.0,1.0
450,AVL,14,"{'lat': 35.43619, 'lon': -82.54181}",1.0,1.0,1.0,1.0
480,BFL,14,"{'lat': 35.4336, 'lon': -119.05677}",2.0,2.0,2.0,1.0
490,BHM,14,"{'lat': 33.562940000000005, 'lon': -86.75355}",-11.0,-11.0,-11.0,1.0
609,BTV,14,"{'lat': 44.473, 'lon': -73.15031}",-18.0,-18.0,-18.0,1.0
677,CAE,14,"{'lat': 33.93884, 'lon': -81.11954}",-15.0,-15.0,-15.0,1.0
689,CAK,14,"{'lat': 40.916309999999996, 'lon': -81.44247}",-18.0,-18.0,-18.0,1.0
713,CHS,14,"{'lat': 32.89865, 'lon': -80.04051}",-3.0,-3.0,-3.0,1.0
724,CID,14,"{'lat': 41.88459, 'lon': -91.71087}",24.0,24.0,24.0,1.0
805,CNY,14,"{'lat': 38.75496, 'lon': -109.75483999999999}",-18.0,-18.0,-18.0,1.0
838,CRW,14,"{'lat': 38.37315, 'lon': -81.59319}",-22.0,-22.0,-22.0,1.0
959,DHN,14,"{'lat': 31.321340000000003, 'lon': -85.44963}",-7.0,-7.0,-7.0,1.0
966,DLH,14,"{'lat': 46.84209, 'lon': -92.19365}",10.0,10.0,10.0,1.0
1009,EAU,14,"{'lat': 44.86526, 'lon': -91.48507}",-12.0,-12.0,-12.0,1.0
1039,ERI,14,"{'lat': 42.08202, 'lon': -80.17622}",-15.0,-15.0,-15.0,1.0
1047,EUG,14,"{'lat': 44.123259999999995, 'lon': -123.21869}",31.0,31.0,31.0,1.0
1054,EVV,14,"{'lat': 38.03799, 'lon': -87.53063}",-4.0,-4.0,-4.0,1.0
1086,EYW,14,"{'lat': 24.55611, 'lon': -81.75956}",-11.0,-11.0,-11.0,1.0
1108,FAT,14,"{'lat': 36.77619, 'lon': -119.71813999999999}",18.0,18.0,18.0,1.0
1161,FSD,14,"{'lat': 43.58135, 'lon': -96.7417}",51.0,51.0,51.0,1.0
1174,FWA,14,"{'lat': 40.97847, 'lon': -85.19515}",-11.0,-11.0,-11.0,1.0
1211,GPT,14,"{'lat': 30.40728, 'lon': -89.07009000000001}",-3.0,-3.0,-3.0,1.0
1264,GTR,14,"{'lat': 33.45033, 'lon': -88.59137}",-12.0,-12.0,-12.0,1.0
1267,GUC,14,"{'lat': 38.53396, 'lon': -106.93318000000001}",-9.0,-9.0,-9.0,1.0
1397,IDA,14,"{'lat': 43.514559999999996, 'lon': -112.07016999999999}",13.0,13.0,13.0,1.0
1447,ITO,14,"{'lat': 19.72026, 'lon': -155.04847}",15.0,15.0,15.0,1.0
1546,LAN,14,"{'lat': 42.7787, 'lon': -84.58736}",-13.0,-13.0,-13.0,1.0
1611,LCH,14,"{'lat': 30.1261, 'lon': -93.2234}",1.0,1.0,1.0,1.0
1615,LEX,14,"{'lat': 38.036970000000004, 'lon': -84.60539}",-8.0,-8.0,-8.0,1.0
1625,LFT,14,"{'lat': 30.20528, 'lon': -91.98765999999999}",-11.0,-11.0,-11.0,1.0
1686,LIT,14,"{'lat': 34.7294, 'lon': -92.22425}",4.0,4.0,4.0,1.0
1696,LNK,14,"{'lat': 40.850970000000004, 'lon': -96.75925}",3.0,3.0,3.0,1.0
1714,MBS,14,"{'lat': 43.53291, 'lon': -84.07965}",36.0,36.0,36.0,1.0
1778,MEI,14,"{'lat': 32.33313, 'lon': -88.75121}",11.0,11.0,11.0,1.0
1803,MFR,14,"{'lat': 42.37423, 'lon': -122.8735}",-4.0,-4.0,-4.0,1.0
1810,MGM,14,"{'lat': 32.30064, 'lon': -86.39398}",-17.0,-17.0,-17.0,1.0
1821,MHT,14,"{'lat': 42.93452, 'lon': -71.43706}",1.0,1.0,1.0,1.0
1878,MLU,14,"{'lat': 32.510870000000004, 'lon': -92.03769}",-7.0,-7.0,-7.0,1.0
1889,MOB,14,"{'lat': 30.69142, 'lon': -88.24283}",1.0,1.0,1.0,1.0
1896,MOT,14,"{'lat': 48.25938, 'lon': -101.28033}",-8.0,-8.0,-8.0,1.0
1900,MRY,14,"{'lat': 36.58698, 'lon': -121.84295}",-10.0,-10.0,-10.0,1.0
1969,OAJ,14,"{'lat': 34.829159999999995, 'lon': -77.61214}",-12.0,-12.0,-12.0,1.0
2082,ORF,14,"{'lat': 36.89461, 'lon': -76.20121999999999}",-5.0,-5.0,-5.0,1.0
2093,PAH,14,"{'lat': 37.060829999999996, 'lon': -88.77375}",-5.0,-5.0,-5.0,1.0
2211,PNS,14,"{'lat': 30.473309999999998, 'lon': -87.18744000000001}",-11.0,-11.0,-11.0,1.0
2227,PSG,14,"{'lat': 56.80165, 'lon': -132.94528}",-3.0,-3.0,-3.0,1.0
2305,RIC,14,"{'lat': 37.50517, 'lon': -77.31967}",-5.0,-5.0,-5.0,1.0
2315,RKS,14,"{'lat': 41.59422, 'lon': -109.06518999999999}",-13.0,-13.0,-13.0,1.0
2436,SBN,14,"{'lat': 41.70895, 'lon': -86.31846999999999}",-5.0,-5.0,-5.0,1.0
2443,SBP,14,"{'lat': 35.23706, 'lon': -120.64238999999999}",123.0,123.0,123.0,1.0
2520,SGU,14,"{'lat': 37.090579999999996, 'lon': -113.59306000000001}",-5.0,-5.0,-5.0,1.0
2637,SRQ,14,"{'lat': 27.395329999999998, 'lon': -82.55411}",-12.0,-12.0,-12.0,1.0
2689,TLH,14,"{'lat': 30.39653, 'lon': -84.35033}",-2.0,-2.0,-2.0,1.0
2756,TVC,14,"{'lat': 44.741440000000004, 'lon': -85.58224}",-2.0,-2.0,-2.0,1.0
2759,TWF,14,"{'lat': 42.4818, 'lon': -114.48773999999999}",1.0,1.0,1.0,1.0
2791,XNA,14,"{'lat': 36.28187, 'lon': -94.30681}",28.0,28.0,28.0,1.0
2070,ORD,15,"{'lat': 41.9796, 'lon': -87.90446}",8.31,-35.0,362.0,55.0
418,ATL,15,"{'lat': 33.640440000000005, 'lon': -84.42694}",-7.59,-29.0,61.0,49.0
927,DEN,15,"{'lat': 39.85841, 'lon': -104.667}",26.47,-21.0,310.0,47.0
950,DFW,15,"{'lat': 32.89595, 'lon': -97.0372}",10.75,-19.0,133.0,44.0
2172,PHX,15,"{'lat': 33.43417, 'lon': -112.00806000000001}",8.52,-29.0,48.0,29.0
1589,LAX,15,"{'lat': 33.94254, 'lon': -118.40807}",3.36,-28.0,38.0,28.0
2502,SFO,15,"{'lat': 37.619, 'lon': -122.37483999999999}",-8.11,-39.0,34.0,27.0
1564,LAS,15,"{'lat': 36.08036, 'lon': -115.15233}",0.08,-22.0,23.0,25.0
1931,MSP,15,"{'lat': 44.88055, 'lon': -93.21692}",0.92,-23.0,45.0,25.0
569,BOS,15,"{'lat': 42.36435, 'lon': -71.00518000000001}",-5.52,-29.0,82.0,23.0
770,CLT,15,"{'lat': 35.214009999999995, 'lon': -80.94313000000001}",4.91,-31.0,234.0,23.0
2479,SEA,15,"{'lat': 47.44898, 'lon': -122.30931000000001}",2.37,-28.0,96.0,19.0
1746,MCO,15,"{'lat': 28.428890000000003, 'lon': -81.31603}",1.89,-25.0,73.0,18.0
2582,SLC,15,"{'lat': 40.78839, 'lon': -111.97776999999999}",0.11,-42.0,38.0,18.0
1502,JFK,15,"{'lat': 40.63975, 'lon': -73.77893}",-7.18,-40.0,19.0,17.0
1074,EWR,15,"{'lat': 40.6925, 'lon': -74.16866}",-10.25,-23.0,5.0,16.0
1640,LGA,15,"{'lat': 40.77724, 'lon': -73.87261}",25.2,-21.0,197.0,15.0
1377,IAH,15,"{'lat': 29.98047, 'lon': -95.33972}",24.93,-12.0,223.0,14.0
657,BWI,15,"{'lat': 39.1754, 'lon': -76.6682}",7.92,-31.0,163.0,13.0
1290,HNL,15,"{'lat': 21.31869, 'lon': -157.92241}",25.15,-18.0,186.0,13.0
2383,SAN,15,"{'lat': 32.73356, 'lon': -117.18966}",0.23,-20.0,36.0,13.0
871,DAL,15,"{'lat': 32.84711, 'lon': -96.85177}",8.58,-12.0,47.0,12.0
1141,FLL,15,"{'lat': 26.07258, 'lon': -80.15275}",-1.08,-32.0,86.0,12.0
1353,IAD,15,"{'lat': 38.94453, 'lon': -77.45581}",-12.17,-35.0,14.0,12.0
1842,MIA,15,"{'lat': 25.79325, 'lon': -80.29056}",-9.5,-25.0,3.0,12.0
2650,STL,15,"{'lat': 38.747690000000006, 'lon': -90.35999}",10.17,-13.0,52.0,12.0
904,DCA,15,"{'lat': 38.85208, 'lon': -77.03772}",-7.73,-31.0,23.0,11.0
998,DTW,15,"{'lat': 42.21206, 'lon': -83.34884}",10.73,-28.0,241.0,11.0
1768,MDW,15,"{'lat': 41.78598, 'lon': -87.75242}",-1.8,-12.0,32.0,10.0
1981,OAK,15,"{'lat': 37.72129, 'lon': -122.22072}",2.7,-10.0,26.0,10.0
440,AUS,15,"{'lat': 30.19453, 'lon': -97.66986999999999}",23.62,-6.0,118.0,8.0
1307,HOU,15,"{'lat': 29.64542, 'lon': -95.27889}",16.12,-11.0,57.0,8.0
2400,SAT,15,"{'lat': 29.533690000000004, 'lon': -98.46978}",24.0,-1.0,74.0,8.0
1724,MCI,15,"{'lat': 39.29761, 'lon': -94.71391}",-3.29,-15.0,5.0,7.0
2620,SNA,15,"{'lat': 33.67566, 'lon': -117.86822}",-3.71,-19.0,30.0,7.0
1948,MSY,15,"{'lat': 29.99339, 'lon': -90.25803}",2.33,-34.0,31.0,6.0
2000,OGG,15,"{'lat': 20.89865, 'lon': -156.43046}",9.17,-12.0,29.0,6.0
2105,PBI,15,"{'lat': 26.683159999999997, 'lon': -80.09559}",-4.5,-9.0,3.0,6.0
2126,PDX,15,"{'lat': 45.58872, 'lon': -122.5975}",-8.33,-26.0,4.0,6.0
2149,PHL,15,"{'lat': 39.87195, 'lon': -75.24114}",-11.67,-26.0,15.0,6.0
2361,RSW,15,"{'lat': 26.536170000000002, 'lon': -81.75516999999999}",-5.0,-14.0,16.0,6.0
2562,SJU,15,"{'lat': 18.439420000000002, 'lon': -66.00183}",-19.5,-46.0,6.0,6.0
2704,TPA,15,"{'lat': 27.97547, 'lon': -82.53325}",1.67,-24.0,17.0,6.0
1415,IND,15,"{'lat': 39.71733, 'lon': -86.29438}",0.0,-25.0,38.0,5.0
1857,MKE,15,"{'lat': 42.94722, 'lon': -87.89658}",3.2,-19.0,28.0,5.0
2083,ORF,15,"{'lat': 36.89461, 'lon': -76.20121999999999}",-9.0,-24.0,3.0,5.0
467,BDL,15,"{'lat': 41.93887, 'lon': -72.68323000000001}",3.0,-13.0,23.0,4.0
533,BNA,15,"{'lat': 36.12448, 'lon': -86.67818}",2.0,-14.0,22.0,4.0
638,BUR,15,"{'lat': 34.20062, 'lon': -118.3585}",3.25,-14.0,17.0,4.0
850,CVG,15,"{'lat': 39.04614, 'lon': -84.66216999999999}",-2.5,-5.0,2.0,4.0
1530,KOA,15,"{'lat': 19.738770000000002, 'lon': -156.04563000000002}",4.5,0.0,9.0,4.0
1674,LIH,15,"{'lat': 21.97598, 'lon': -159.33896000000001}",-7.0,-21.0,11.0,4.0
2306,RIC,15,"{'lat': 37.50517, 'lon': -77.31967}",12.75,-6.0,39.0,4.0
2601,SMF,15,"{'lat': 38.69542, 'lon': -121.59076999999999}",-2.5,-6.0,1.0,4.0
2746,TUS,15,"{'lat': 32.11608, 'lon': -110.94103}",29.5,3.0,100.0,4.0
310,ABQ,15,"{'lat': 35.04022, 'lon': -106.60918999999998}",1.0,-6.0,10.0,3.0
398,ASE,15,"{'lat': 39.22316, 'lon': -106.86885}",98.33,22.0,196.0,3.0
787,CMH,15,"{'lat': 39.99799, 'lon': -82.89188}",-16.0,-23.0,-10.0,3.0
1687,LIT,15,"{'lat': 34.7294, 'lon': -92.22425}",4.33,-19.0,39.0,3.0
1822,MHT,15,"{'lat': 42.93452, 'lon': -71.43706}",-11.0,-29.0,0.0,3.0
2013,OKC,15,"{'lat': 35.39309, 'lon': -97.60073}",5.67,-2.0,15.0,3.0
2232,PSP,15,"{'lat': 33.82922, 'lon': -116.50625}",3.67,-2.0,8.0,3.0
2248,PVD,15,"{'lat': 41.724, 'lon': -71.42822}",-11.33,-22.0,-6.0,3.0
2287,RDU,15,"{'lat': 35.87764, 'lon': -78.78747}",-7.33,-8.0,-7.0,3.0
2458,SDF,15,"{'lat': 38.17439, 'lon': -85.736}",-10.67,-13.0,-7.0,3.0
2542,SJC,15,"{'lat': 37.36186, 'lon': -121.92901}",-3.0,-5.0,-1.0,3.0
364,AMA,15,"{'lat': 35.21937, 'lon': -101.70593000000001}",23.5,14.0,33.0,2.0
451,AVL,15,"{'lat': 35.43619, 'lon': -82.54181}",-8.0,-10.0,-6.0,2.0
548,BOI,15,"{'lat': 43.564440000000005, 'lon': -116.22278}",32.0,-1.0,65.0,2.0
601,BTR,15,"{'lat': 30.53316, 'lon': -91.14963}",35.5,-8.0,79.0,2.0
623,BUF,15,"{'lat': 42.94052, 'lon': -78.73217}",-1.5,-7.0,4.0,2.0
671,BZN,15,"{'lat': 45.7769, 'lon': -111.15301000000001}",-12.0,-19.0,-5.0,2.0
678,CAE,15,"{'lat': 33.93884, 'lon': -81.11954}",-2.5,-13.0,8.0,2.0
690,CAK,15,"{'lat': 40.916309999999996, 'lon': -81.44247}",-7.5,-8.0,-7.0,2.0
812,COS,15,"{'lat': 38.80581, 'lon': -104.70025}",0.5,-6.0,7.0,2.0
830,CRP,15,"{'lat': 27.770359999999997, 'lon': -97.50121999999999}",27.5,1.0,54.0,2.0
839,CRW,15,"{'lat': 38.37315, 'lon': -81.59319}",-5.5,-8.0,-3.0,2.0
886,DAY,15,"{'lat': 39.90238, 'lon': -84.21938}",19.0,-9.0,47.0,2.0
1030,ELP,15,"{'lat': 31.80667, 'lon': -106.37781000000001}",1.5,0.0,3.0,2.0
1109,FAT,15,"{'lat': 36.77619, 'lon': -119.71813999999999}",-8.0,-17.0,1.0,2.0
1226,GRK,15,"{'lat': 31.0649, 'lon': -97.8278}",44.0,31.0,57.0,2.0
1335,HSV,15,"{'lat': 34.64045, 'lon': -86.77311}",-19.5,-25.0,-14.0,2.0
1388,ICT,15,"{'lat': 37.64996, 'lon': -97.43305}",38.5,13.0,64.0,2.0
1428,ISN,15,"{'lat': 48.17794, 'lon': -103.64235}",32.0,-7.0,71.0,2.0
1626,LFT,15,"{'lat': 30.20528, 'lon': -91.98765999999999}",5.5,-12.0,23.0,2.0
1873,MLI,15,"{'lat': 41.44853, 'lon': -90.50754}",-8.5,-12.0,-5.0,2.0
1879,MLU,15,"{'lat': 32.510870000000004, 'lon': -92.03769}",22.5,-11.0,56.0,2.0
2027,OMA,15,"{'lat': 41.30252, 'lon': -95.89416999999999}",-5.5,-19.0,8.0,2.0
2046,ONT,15,"{'lat': 34.056, 'lon': -117.60118999999999}",17.0,3.0,31.0,2.0
2135,PHF,15,"{'lat': 37.1319, 'lon': -76.49299}",-11.5,-21.0,-2.0,2.0
2197,PIT,15,"{'lat': 40.49147, 'lon': -80.23286999999999}",10.0,-4.0,24.0,2.0
2212,PNS,15,"{'lat': 30.473309999999998, 'lon': -87.18744000000001}",21.5,-7.0,50.0,2.0
2524,SHV,15,"{'lat': 32.44663, 'lon': -93.8256}",5.0,-2.0,12.0,2.0
2664,STT,15,"{'lat': 18.337310000000002, 'lon': -64.97336}",20.0,14.0,26.0,2.0
2730,TUL,15,"{'lat': 36.198370000000004, 'lon': -95.88824}",65.5,21.0,110.0,2.0
2769,TYS,15,"{'lat': 35.812490000000004, 'lon': -83.99286}",11.5,0.0,23.0,2.0
300,ABE,15,"{'lat': 40.652359999999994, 'lon': -75.4404}",1.0,1.0,1.0,1.0
322,ACT,15,"{'lat': 31.611290000000004, 'lon': -97.23052}",75.0,75.0,75.0,1.0
326,ACV,15,"{'lat': 40.978120000000004, 'lon': -124.10862}",77.0,77.0,77.0,1.0
353,ALB,15,"{'lat': 42.74812, 'lon': -73.80298}",-7.0,-7.0,-7.0,1.0
382,ANC,15,"{'lat': 61.174319999999994, 'lon': -149.99618999999998}",-4.0,-4.0,-4.0,1.0
458,AZO,15,"{'lat': 42.23488, 'lon': -85.55206}",8.0,8.0,8.0,1.0
481,BFL,15,"{'lat': 35.4336, 'lon': -119.05677}",-3.0,-3.0,-3.0,1.0
491,BHM,15,"{'lat': 33.562940000000005, 'lon': -86.75355}",10.0,10.0,10.0,1.0
521,BMI,15,"{'lat': 40.477990000000005, 'lon': -88.91595}",-1.0,-1.0,-1.0,1.0
714,CHS,15,"{'lat': 32.89865, 'lon': -80.04051}",4.0,4.0,4.0,1.0
748,CLE,15,"{'lat': 41.41089, 'lon': -81.8494}",-15.0,-15.0,-15.0,1.0
970,DRO,15,"{'lat': 37.15152, 'lon': -107.75376999999999}",28.0,28.0,28.0,1.0
980,DSM,15,"{'lat': 41.534929999999996, 'lon': -93.66068}",59.0,59.0,59.0,1.0
1015,EGE,15,"{'lat': 39.64257, 'lon': -106.9177}",37.0,37.0,37.0,1.0
1021,ELM,15,"{'lat': 42.159909999999996, 'lon': -76.89144}",-27.0,-27.0,-27.0,1.0
1048,EUG,15,"{'lat': 44.123259999999995, 'lon': -123.21869}",4.0,4.0,4.0,1.0
1055,EVV,15,"{'lat': 38.03799, 'lon': -87.53063}",-15.0,-15.0,-15.0,1.0
1087,EYW,15,"{'lat': 24.55611, 'lon': -81.75956}",-14.0,-14.0,-14.0,1.0
1099,FAR,15,"{'lat': 46.91935, 'lon': -96.81499000000001}",11.0,11.0,11.0,1.0
1123,FCA,15,"{'lat': 48.3114, 'lon': -114.25506999999999}",18.0,18.0,18.0,1.0
1126,FLG,15,"{'lat': 35.13845, 'lon': -111.67121999999999}",18.0,18.0,18.0,1.0
1162,FSD,15,"{'lat': 43.58135, 'lon': -96.7417}",12.0,12.0,12.0,1.0
1236,GRR,15,"{'lat': 42.88082, 'lon': -85.52277}",17.0,17.0,17.0,1.0
1268,GUC,15,"{'lat': 38.53396, 'lon': -106.93318000000001}",-9.0,-9.0,-9.0,1.0
1321,HPN,15,"{'lat': 41.066959999999995, 'lon': -73.70756999999999}",19.0,19.0,19.0,1.0
1330,HRL,15,"{'lat': 26.228509999999996, 'lon': -97.65439}",7.0,7.0,7.0,1.0
1401,ILG,15,"{'lat': 39.67872, 'lon': -75.60653}",38.0,38.0,38.0,1.0
1434,ISP,15,"{'lat': 40.79524, 'lon': -73.10021}",-3.0,-3.0,-3.0,1.0
1448,ITO,15,"{'lat': 19.72026, 'lon': -155.04847}",4.0,4.0,4.0,1.0
1479,JAX,15,"{'lat': 30.494059999999998, 'lon': -81.68786}",-9.0,-9.0,-9.0,1.0
1602,LBB,15,"{'lat': 33.66364, 'lon': -101.82278000000001}",9.0,9.0,9.0,1.0
1607,LBE,15,"{'lat': 40.275940000000006, 'lon': -79.4048}",-3.0,-3.0,-3.0,1.0
1616,LEX,15,"{'lat': 38.036970000000004, 'lon': -84.60539}",-14.0,-14.0,-14.0,1.0
1657,LGB,15,"{'lat': 33.81772, 'lon': -118.15161}",0.0,0.0,0.0,1.0
1702,LRD,15,"{'lat': 27.543740000000003, 'lon': -99.46154}",-11.0,-11.0,-11.0,1.0
1709,MAF,15,"{'lat': 31.942529999999998, 'lon': -102.20191}",47.0,47.0,47.0,1.0
1757,MDT,15,"{'lat': 40.1935, 'lon': -76.7634}",70.0,70.0,70.0,1.0
1785,MEM,15,"{'lat': 35.04242, 'lon': -89.97667}",-6.0,-6.0,-6.0,1.0
1908,MSN,15,"{'lat': 43.13986, 'lon': -89.33751}",17.0,17.0,17.0,1.0
2185,PIB,15,"{'lat': 31.46715, 'lon': -89.33706}",10.0,10.0,10.0,1.0
2265,RAP,15,"{'lat': 44.045320000000004, 'lon': -103.05736999999999}",1.0,1.0,1.0,1.0
2326,RNO,15,"{'lat': 39.49858, 'lon': -119.76806}",-9.0,-9.0,-9.0,1.0
2341,ROC,15,"{'lat': 43.11887, 'lon': -77.67238}",5.0,5.0,5.0,1.0
2413,SAV,15,"{'lat': 32.12758, 'lon': -81.20214}",16.0,16.0,16.0,1.0
2426,SBA,15,"{'lat': 34.42621, 'lon': -119.84037}",-20.0,-20.0,-20.0,1.0
2668,STX,15,"{'lat': 17.70189, 'lon': -64.79856}",22.0,22.0,22.0,1.0
2675,SWF,15,"{'lat': 41.504090000000005, 'lon': -74.10484}",-6.0,-6.0,-6.0,1.0
2680,SYR,15,"{'lat': 43.11119, 'lon': -76.10631}",15.0,15.0,15.0,1.0
2690,TLH,15,"{'lat': 30.39653, 'lon': -84.35033}",-7.0,-7.0,-7.0,1.0
2714,TRI,15,"{'lat': 36.47521, 'lon': -82.40742}",-10.0,-10.0,-10.0,1.0
2720,TTN,15,"{'lat': 40.27669, 'lon': -74.81347}",-12.0,-12.0,-12.0,1.0
2757,TVC,15,"{'lat': 44.741440000000004, 'lon': -85.58224}",-2.0,-2.0,-2.0,1.0
2779,VLD,15,"{'lat': 30.7825, 'lon': -83.27672}",-9.0,-9.0,-9.0,1.0
2789,WRG,15,"{'lat': 56.48433000000001, 'lon': -132.36982}",-12.0,-12.0,-12.0,1.0
2802,YUM,15,"{'lat': 32.65658, 'lon': -114.60597}",8.0,8.0,8.0,1.0
2071,ORD,16,"{'lat': 41.9796, 'lon': -87.90446}",0.0,-25.0,89.0,62.0
951,DFW,16,"{'lat': 32.89595, 'lon': -97.0372}",26.35,-15.0,222.0,55.0
419,ATL,16,"{'lat': 33.640440000000005, 'lon': -84.42694}",-14.1,-36.0,37.0,51.0
1378,IAH,16,"{'lat': 29.98047, 'lon': -95.33972}",14.78,-11.0,95.0,41.0
1590,LAX,16,"{'lat': 33.94254, 'lon': -118.40807}",4.85,-32.0,111.0,34.0
928,DEN,16,"{'lat': 39.85841, 'lon': -104.667}",26.82,-31.0,145.0,28.0
1747,MCO,16,"{'lat': 28.428890000000003, 'lon': -81.31603}",4.29,-24.0,125.0,24.0
2583,SLC,16,"{'lat': 40.78839, 'lon': -111.97776999999999}",-6.29,-35.0,48.0,24.0
2150,PHL,16,"{'lat': 39.87195, 'lon': -75.24114}",-5.57,-28.0,18.0,23.0
2173,PHX,16,"{'lat': 33.43417, 'lon': -112.00806000000001}",12.36,-25.0,51.0,22.0
1075,EWR,16,"{'lat': 40.6925, 'lon': -74.16866}",-8.25,-24.0,18.0,20.0
1565,LAS,16,"{'lat': 36.08036, 'lon': -115.15233}",5.25,-27.0,52.0,20.0
570,BOS,16,"{'lat': 42.36435, 'lon': -71.00518000000001}",19.53,-33.0,264.0,19.0
1641,LGA,16,"{'lat': 40.77724, 'lon': -73.87261}",-4.78,-30.0,95.0,18.0
2705,TPA,16,"{'lat': 27.97547, 'lon': -82.53325}",-0.78,-20.0,46.0,18.0
2503,SFO,16,"{'lat': 37.619, 'lon': -122.37483999999999}",3.24,-33.0,61.0,17.0
658,BWI,16,"{'lat': 39.1754, 'lon': -76.6682}",-12.69,-20.0,-3.0,16.0
1354,IAD,16,"{'lat': 38.94453, 'lon': -77.45581}",5.06,-23.0,58.0,16.0
2384,SAN,16,"{'lat': 32.73356, 'lon': -117.18966}",1.81,-22.0,35.0,16.0
771,CLT,16,"{'lat': 35.214009999999995, 'lon': -80.94313000000001}",-1.21,-20.0,70.0,14.0
1769,MDW,16,"{'lat': 41.78598, 'lon': -87.75242}",3.14,-17.0,81.0,14.0
872,DAL,16,"{'lat': 32.84711, 'lon': -96.85177}",9.0,-11.0,101.0,13.0
1503,JFK,16,"{'lat': 40.63975, 'lon': -73.77893}",-4.67,-25.0,24.0,12.0
2480,SEA,16,"{'lat': 47.44898, 'lon': -122.30931000000001}",-10.64,-26.0,0.0,11.0
999,DTW,16,"{'lat': 42.21206, 'lon': -83.34884}",6.1,-29.0,47.0,10.0
1142,FLL,16,"{'lat': 26.07258, 'lon': -80.15275}",-8.7,-21.0,17.0,10.0
1291,HNL,16,"{'lat': 21.31869, 'lon': -157.92241}",7.1,-5.0,27.0,10.0
1725,MCI,16,"{'lat': 39.29761, 'lon': -94.71391}",2.9,-15.0,32.0,10.0
2288,RDU,16,"{'lat': 35.87764, 'lon': -78.78747}",-2.6,-16.0,80.0,10.0
2362,RSW,16,"{'lat': 26.536170000000002, 'lon': -81.75516999999999}",2.5,-17.0,47.0,10.0
1308,HOU,16,"{'lat': 29.64542, 'lon': -95.27889}",11.67,-9.0,51.0,9.0
534,BNA,16,"{'lat': 36.12448, 'lon': -86.67818}",0.0,-16.0,7.0,8.0
749,CLE,16,"{'lat': 41.41089, 'lon': -81.8494}",-5.25,-24.0,20.0,8.0
905,DCA,16,"{'lat': 38.85208, 'lon': -77.03772}",-16.38,-29.0,-2.0,8.0
1843,MIA,16,"{'lat': 25.79325, 'lon': -80.29056}",31.43,-15.0,150.0,7.0
1932,MSP,16,"{'lat': 44.88055, 'lon': -93.21692}",-0.71,-17.0,11.0,7.0
1949,MSY,16,"{'lat': 29.99339, 'lon': -90.25803}",-1.43,-11.0,11.0,7.0
2563,SJU,16,"{'lat': 18.439420000000002, 'lon': -66.00183}",4.14,-27.0,56.0,7.0
2602,SMF,16,"{'lat': 38.69542, 'lon': -121.59076999999999}",9.71,-22.0,40.0,7.0
2621,SNA,16,"{'lat': 33.67566, 'lon': -117.86822}",13.29,-18.0,83.0,7.0
2651,STL,16,"{'lat': 38.747690000000006, 'lon': -90.35999}",14.71,-19.0,97.0,7.0
441,AUS,16,"{'lat': 30.19453, 'lon': -97.66986999999999}",12.17,-13.0,24.0,6.0
1031,ELP,16,"{'lat': 31.80667, 'lon': -106.37781000000001}",62.67,-9.0,254.0,6.0
2401,SAT,16,"{'lat': 29.533690000000004, 'lon': -98.46978}",31.5,2.0,113.0,6.0
